,id_hecho,fecha,rol,vehiculo_victima,sexo_victima,edad_victima,gravedad,Victima_fatal,Victima_no_fatal
12576,LC-2020-0317101,2020-06-18,,MOTO,MASCULINO,65.0,LEVE,0,1
12577,LC-2020-0375656,2020-06-29,,TAXI,FEMENINO,22.0,LEVE,0,1
12578,LC-2020-0375656,2020-06-29,,TAXI,MASCULINO,35.0,LEVE,0,1
12579,LC-2020-0437860,2020-07-16,,MOTO,MASCULINO,36.0,LEVE,0,1
12580,LC-2020-0440416,2020-07-17,,PEATON,FEMENINO,58.0,LEVE,0,1
12581,LC-2020-0442430,2020-07-19,,PEATON,FEMENINO,29.0,LEVE,0,1
12582,LC-2020-0456532,2020-07-29,,MOTO,MASCULINO,40.0,LEVE,0,1
12583,LC-2020-0465239,2020-08-05,,TAXI,FEMENINO,54.0,LEVE,0,1
12584,LC-2020-0465239,2020-08-05,,TAXI,FEMENINO,61.0,LEVE,0,1
12585,LC-2020-0468935,2020-08-07,,PEATON,FEMENINO,20.0,LEVE,0,1
12586,LC-2020-0481113,2020-08-15,,CICLISTA,FEMENINO,20.0,LEVE,0,1
12587,LC-2020-0488063,2020-08-21,,CICLISTA,MASCULINO,51.0,LEVE,0,1
12588,LC-2020-0489846,2020-08-22,,TAXI,,,LEVE,0,1
12589,LC-2020-0490207,2020-08-22,,AUTO,,,LEVE,0,1
12590,LC-2020-0494895,2020-08-26,,MOTO,MASCULINO,32.0,LEVE,0,1
12591,LC-2020-0530872,2020-09-22,,PEATON,FEMENINO,27.0,LEVE,0,1
12592,LC-2020-0552516,2020-10-05,,,FEMENINO,32.0,LEVE,0,1
12593,LC-2020-0553837,2020-10-06,,,MASCULINO,33.0,LEVE,0,1
12594,LC-2020-0555178,2020-10-07,,,FEMENINO,37.0,LEVE,0,1
12595,LC-2020-0558999,2020-10-09,,,MASCULINO,54.0,LEVE,0,1
12596,LC-2020-0561789,2020-10-12,,MOTO,MASCULINO,30.0,LEVE,0,1
12597,LC-2020-0561952,2020-10-12,,,MASCULINO,50.0,LEVE,0,1
12598,LC-2020-0572959,2020-10-19,,,MASCULINO,12.0,LEVE,0,1
12599,LC-2020-0572959,2020-10-19,,,FEMENINO,39.0,LEVE,0,1
12600,LC-2020-0572959,2020-10-19,,,MASCULINO,33.0,LEVE,0,1
12601,LC-2020-0573299,2020-10-20,,,FEMENINO,58.0,LEVE,0,1
12602,LC-2020-0573299,2020-10-20,,,MASCULINO,23.0,LEVE,0,1
12603,LC-2020-0573299,2020-10-20,,,FEMENINO,53.0,LEVE,0,1
12604,LC-2020-0576448,2020-10-22,,,MASCULINO,24.0,LEVE,0,1
12605,LC-2020-0584918,2020-10-27,,,FEMENINO,24.0,LEVE,0,1
12606,LC-2020-0589536,2020-10-30,,,MASCULINO,27.0,LEVE,0,1
12607,LC-2020-0589768,2020-10-30,,,MASCULINO,51.0,LEVE,0,1
12608,LC-2020-0606407,2020-11-10,,AUTO,FEMENINO,19.0,LEVE,0,1
12609,LC-2020-0612613,2020-11-13,,MOTO,MASCULINO,50.0,LEVE,0,1
12610,LC-2020-0619879,2020-11-18,,AUTO,,,LEVE,0,1
12611,LC-2020-0626918,2020-11-24,,,MASCULINO,20.0,LEVE,0,1
12612,LC-2020-0645803,2020-12-06,,,MASCULINO,52.0,LEVE,0,1
12613,LC-2020-0646259,2020-12-06,,,MASCULINO,22.0,LEVE,0,1
12614,LC-2020-0646259,2020-12-06,,,MASCULINO,42.0,LEVE,0,1
12615,LC-2020-0653678,2020-12-11,,,MASCULINO,29.0,LEVE,0,1
12616,LC-2020-0655333,2020-12-13,,AUTO,MASCULINO,23.0,LEVE,0,1
12617,LC-2020-0659105,2020-12-15,,,MASCULINO,63.0,LEVE,0,1
12618,LC-2020-0664823,2020-12-18,,,FEMENINO,35.0,LEVE,0,1
12619,LC-2020-0665123,2020-12-18,,CICLISTA,MASCULINO,60.0,LEVE,0,1
12620,LC-2020-0669297,2020-12-21,,,MASCULINO,62.0,LEVE,0,1
12621,LC-2020-0670578,2020-12-22,,,FEMENINO,49.0,LEVE,0,1
12622,LC-2020-0671669,2020-12-22,,,MASCULINO,23.0,LEVE,0,1
12623,LC-2020-0663518,2020-12-17,,,MASCULINO,68.0,LEVE,0,1
12624,LC-2020-0663518,2020-12-17,,,FEMENINO,72.0,LEVE,0,1
12625,LC-2020-0663518,2020-12-17,,,FEMENINO,27.0,LEVE,0,1
12626,LC-2020-0099290,2020-02-14,,CICLISTA,MASCULINO,20.0,LEVE,0,1
12627,LC-2020-0111765,2020-02-20,,CICLISTA,FEMENINO,22.0,LEVE,0,1
12628,LC-2020-0132091,2020-03-01,,MOTO,MASCULINO,36.0,LEVE,0,1
12629,LC-2020-0597103,2020-11-04,,MOTO,varon,71.0,LEVE,0,1
12630,LC-2020-0597103,2020-11-04,,MOTO,MASCULINO,13.0,LEVE,0,1
12631,LC-2020-0598507,2020-11-05,,MOTO,MASCULINO,28.0,LEVE,0,1
12632,LC-2020-0091559,2020-02-12,,CICLISTA,MASCULINO,54.0,LEVE,0,1
12633,LC-2020-0615573,2020-11-16,,MOTO,MASCULINO,29.0,LEVE,0,1
12634,LC-2020-0130766,2020-02-29,,,,,LEVE,0,1
12635,LC-2020-0006961,2020-01-04,,MOTO,,,LEVE,0,1
12636,LC-2020-0009903,2020-01-06,,MOTO,MASCULINO,45.0,LEVE,0,1
12637,LC-2020-0010864,2020-01-06,,MOTO,MASCULINO,27.0,LEVE,0,1
12638,LC-2020-0021470,2020-01-10,,CICLISTA,MASCULINO,55.0,LEVE,0,1
12639,LC-2020-0027974,2020-01-14,,MOTO,,,LEVE,0,1
12640,LC-2020-0032010,2020-01-15,,PEATON,MASCULINO,26.0,LEVE,0,1
12641,LC-2020-0032735,2020-01-16,,MOTO,MASCULINO,37.0,LEVE,0,1
12642,LC-2020-0035374,2020-01-17,,MOTO,FEMENINO,25.0,LEVE,0,1
12643,LC-2020-0044261,2020-01-21,,CICLISTA,FEMENINO,28.0,LEVE,0,1
12644,LC-2020-0046459,2020-01-22,,CICLISTA,MASCULINO,21.0,LEVE,0,1
12645,LC-2020-0054727,2020-01-27,,PEATON,FEMENINO,26.0,LEVE,0,1
12646,LC-2020-0058744,2020-01-28,,,MASCULINO,67.0,LEVE,0,1
12647,LC-2020-0058993,2020-01-28,,MOTO,MASCULINO,41.0,LEVE,0,1
12648,LC-2020-0059395,2020-01-28,,PEATON,MASCULINO,25.0,LEVE,0,1
12649,LC-2020-0059893,2020-01-29,,MOTO,MASCULINO,42.0,LEVE,0,1
12650,LC-2020-0062252,2020-01-29,,MOTO,MASCULINO,27.0,LEVE,0,1
12651,LC-2020-0062406,2020-01-29,,,MASCULINO,33.0,LEVE,0,1
12652,LC-2020-0065791,2020-01-31,,MOTO,MASCULINO,38.0,LEVE,0,1
12653,LC-2020-0077879,2020-02-06,,,,,LEVE,0,1
12654,LC-2020-0079952,2020-02-06,,MOTO,varon,56.0,LEVE,0,1
12655,LC-2020-0079952,2020-02-06,,MOTO,FEMENINO,52.0,LEVE,0,1
12656,LC-2020-0081304,2020-02-07,,CICLISTA,MASCULINO,47.0,LEVE,0,1
12657,LC-2020-0085312,2020-02-09,,MOTO,MASCULINO,57.0,LEVE,0,1
12658,LC-2020-0087074,2020-02-10,,PEATON,FEMENINO,26.0,LEVE,0,1
12659,LC-2020-0090834,2020-02-11,,PEATON,MASCULINO,29.0,LEVE,0,1
12660,LC-2020-0091990,2020-02-12,,MOTO,MASCULINO,37.0,LEVE,0,1
12661,LC-2020-0093040,2020-02-12,,PEATON,MASCULINO,21.0,LEVE,0,1
12662,LC-2020-0093040,2020-02-12,,PEATON,FEMENINO,31.0,LEVE,0,1
12663,LC-2020-0101734,2020-02-16,,MOTO,,,LEVE,0,1
12664,LC-2020-0103972,2020-02-17,,,,,LEVE,0,1
12665,LC-2020-0108881,2020-02-19,,MOTO,MASCULINO,28.0,LEVE,0,1
12666,LC-2020-0110032,2020-02-19,,MOTO,MASCULINO,31.0,LEVE,0,1
12667,LC-2020-0111436,2020-02-20,,AUTO,MASCULINO,69.0,LEVE,0,1
12668,LC-2020-0112197,2020-02-20,,TRANSPORTE PUBLICO,FEMENINO,54.0,LEVE,0,1
12669,LC-2020-0112197,2020-02-20,,TRANSPORTE PUBLICO,FEMENINO,50.0,LEVE,0,1
12670,LC-2020-0112197,2020-02-20,,TRANSPORTE PUBLICO,FEMENINO,65.0,LEVE,0,1
12671,LC-2020-0112197,2020-02-20,,TRANSPORTE PUBLICO,MASCULINO,69.0,LEVE,0,1
12672,LC-2020-0112197,2020-02-20,,TRANSPORTE PUBLICO,FEMENINO,24.0,LEVE,0,1
12673,LC-2020-0112197,2020-02-20,,TRANSPORTE PUBLICO,,43.0,LEVE,0,1
12674,LC-2020-0112197,2020-02-20,,TRANSPORTE PUBLICO,MASCULINO,33.0,LEVE,0,1
12675,LC-2020-0112197,2020-02-20,,TRANSPORTE PUBLICO,MASCULINO,58.0,LEVE,0,1
12676,LC-2020-0112269,2020-02-20,,,MASCULINO,75.0,LEVE,0,1
12677,LC-2020-0117185,2020-02-22,,MOTO,,,LEVE,0,1
12678,LC-2020-0124218,2020-02-26,,PEATON,MASCULINO,32.0,LEVE,0,1
12679,LC-2020-0128755,2020-02-28,,TAXI,MASCULINO,46.0,LEVE,0,1
12680,LC-2020-0129305,2020-02-28,,CICLISTA,MASCULINO,27.0,LEVE,0,1
12681,LC-2020-0130256,2020-02-29,,MOTO,MASCULINO,25.0,LEVE,0,1
12682,LC-2020-0138467,2020-03-03,,,MASCULINO,40.0,LEVE,0,1
12683,LC-2020-0139928,2020-03-04,,MOTO,MASCULINO,35.0,LEVE,0,1
12684,LC-2020-0141569,2020-03-04,,AUTO,FEMENINO,31.0,LEVE,0,1
12685,LC-2020-0146319,2020-03-06,,CICLISTA,,,LEVE,0,1
12686,LC-2020-0151490,2020-03-09,,AUTO,MASCULINO,67.0,LEVE,0,1
12687,LC-2020-0161256,2020-03-12,,AUTO,FEMENINO,43.0,LEVE,0,1
12688,LC-2020-0162423,2020-03-13,,PEATON,MASCULINO,23.0,LEVE,0,1
12689,LC-2020-0195843,2020-04-12,,TRANSPORTE PUBLICO,FEMENINO,31.0,LEVE,0,1
12690,LC-2020-0203599,2020-04-20,,MOTO,MASCULINO,34.0,LEVE,0,1
12691,LC-2020-0229174,2020-05-06,,CICLISTA,,,LEVE,0,1
12692,LC-2020-0232615,2020-05-08,,PEATON,MASCULINO,29.0,LEVE,0,1
12693,LC-2020-0247217,2020-05-19,,CICLISTA,MASCULINO,,LEVE,0,1
12694,LC-2020-0291636,2020-06-10,,CICLISTA,MASCULINO,24.0,LEVE,0,1
12695,LC-2020-0376147,2020-06-29,,MOTO,MASCULINO,24.0,LEVE,0,1
12696,LC-2020-0417781,2020-07-07,,PEATON,MASCULINO,21.0,LEVE,0,1
12697,LC-2020-0431271,2020-07-13,,MOTO,MASCULINO,52.0,LEVE,0,1
12698,LC-2020-0460050,2020-07-31,,CAMION,MASCULINO,53.0,LEVE,0,1
12699,LC-2020-0482575,2020-08-17,,,MASCULINO,27.0,LEVE,0,1
12700,LC-2020-0496896,2020-08-27,,CICLISTA,FEMENINO,39.0,LEVE,0,1
12701,LC-2020-0499275,2020-08-29,,MOTO,MASCULINO,23.0,LEVE,0,1
12702,LC-2020-0507151,2020-09-05,,,,,LEVE,0,1
12703,LC-2020-0515146,2020-09-10,,PEATON,FEMENINO,4.0,LEVE,0,1
12704,LC-2020-0534131,2020-09-24,,MOTO,MASCULINO,40.0,LEVE,0,1
12705,LC-2020-0536886,2020-09-25,,MOTO,MASCULINO,23.0,LEVE,0,1
12706,LC-2020-0541917,2020-09-29,,MOTO,MASCULINO,36.0,LEVE,0,1
12707,LC-2020-0542042,2020-09-29,,MOTO,FEMENINO,24.0,LEVE,0,1
12708,LC-2020-0543033,2020-09-30,,CICLISTA,MASCULINO,28.0,LEVE,0,1
12709,LC-2020-0548736,2020-10-02,,,MASCULINO,37.0,LEVE,0,1
12710,LC-2020-0553811,2020-10-06,,AUTO,MASCULINO,47.0,LEVE,0,1
12711,LC-2020-0558255,2020-10-09,,,MASCULINO,40.0,LEVE,0,1
12712,LC-2020-0561302,2020-10-11,,,MASCULINO,29.0,LEVE,0,1
12713,LC-2020-0571027,2020-10-18,,,MASCULINO,21.0,LEVE,0,1
12714,LC-2020-0571161,2020-10-18,,,MASCULINO,47.0,LEVE,0,1
12715,LC-2020-0599160,2020-11-05,,TAXI,MASCULINO,,LEVE,0,1
12716,LC-2020-0617002,2020-11-17,,PEATON,MASCULINO,74.0,LEVE,0,1
12717,LC-2020-0623298,2020-11-20,,MOTO,MASCULINO,48.0,LEVE,0,1
12718,LC-2020-0645308,2020-12-05,,,MASCULINO,37.0,LEVE,0,1
12719,LC-2020-0650245,2020-12-09,,,FEMENINO,31.0,LEVE,0,1
12720,LC-2020-0666880,2020-12-19,,,MASCULINO,29.0,LEVE,0,1
12721,LC-2020-0666880,2020-12-19,,,MASCULINO,65.0,LEVE,0,1
12722,LC-2020-0667885,2020-12-20,,,FEMENINO,32.0,LEVE,0,1
12723,LC-2020-0671769,2020-12-22,,,,,LEVE,0,1
12724,LC-2020-0002854,2020-01-02,,AUTO,,,LEVE,0,1
12725,LC-2020-0006530,2020-01-04,,CICLISTA,FEMENINO,44.0,LEVE,0,1
12726,LC-2020-0014991,2020-01-08,,MOTO,MASCULINO,27.0,LEVE,0,1
12727,LC-2020-0026597,2020-01-13,,PEATON,MASCULINO,36.0,LEVE,0,1
12728,LC-2020-0048405,2020-01-23,,MOTO,MASCULINO,39.0,LEVE,0,1
12729,LC-2020-0049028,2020-01-23,,MOTO,MASCULINO,24.0,GRAVE,0,1
12730,LC-2020-0066855,2020-01-31,,TRANSPORTE PUBLICO,,,LEVE,0,1
12731,LC-2020-0079959,2020-02-06,,CICLISTA,MASCULINO,47.0,LEVE,0,1
12732,LC-2020-0090691,2020-02-11,,CICLISTA,FEMENINO,42.0,LEVE,0,1
12733,LC-2020-0095192,2020-02-13,,PEATON,FEMENINO,41.0,LEVE,0,1
12734,LC-2020-0100312,2020-02-15,,PEATON,FEMENINO,28.0,LEVE,0,1
12735,LC-2020-0142685,2020-03-05,,MOTO,MASCULINO,38.0,LEVE,0,1
12736,LC-2020-0148418,2020-03-07,,MOTO,MASCULINO,38.0,LEVE,0,1
12737,LC-2020-0154578,2020-03-10,,PEATON,MASCULINO,29.0,LEVE,0,1
12738,LC-2020-0161641,2020-03-13,,PEATON,FEMENINO,24.0,LEVE,0,1
12739,LC-2020-0166766,2020-03-15,,AUTO,MASCULINO,48.0,LEVE,0,1
12740,LC-2020-0178949,2020-03-25,,CICLISTA,MASCULINO,25.0,LEVE,0,1
12741,LC-2020-0216070,2020-04-27,,AUTO,,,LEVE,0,1
12742,LC-2020-0221306,2020-04-29,,MOTO,varon,31.0,LEVE,0,1
12743,LC-2020-0221306,2020-04-29,,MOTO,MASCULINO,56.0,LEVE,0,1
12744,LC-2020-0237233,2020-05-12,,CICLISTA,MASCULINO,46.0,LEVE,0,1
12745,LC-2020-0251191,2020-05-21,,MOTO,MASCULINO,53.0,LEVE,0,1
12746,LC-2020-0256286,2020-05-24,,CICLISTA,,,LEVE,0,1
12747,LC-2020-0268904,2020-05-31,,,MASCULINO,,LEVE,0,1
12748,LC-2020-0359319,2020-06-23,,PEATON,MASCULINO,35.0,LEVE,0,1
12749,LC-2020-0362696,2020-06-24,,CICLISTA,MASCULINO,27.0,LEVE,0,1
12750,LC-2020-0387476,2020-07-02,,CICLISTA,MASCULINO,34.0,LEVE,0,1
12751,LC-2020-0450143,2020-07-24,,MOTO,MASCULINO,21.0,GRAVE,0,1
12752,LC-2020-0466062,2020-08-05,,CICLISTA,MASCULINO,51.0,LEVE,0,1
12753,LC-2020-0476263,2020-08-11,,MOTO,MASCULINO,28.0,LEVE,0,1
12754,LC-2020-0496715,2020-08-27,,CICLISTA,FEMENINO,24.0,LEVE,0,1
12755,LC-2020-0497523,2020-08-28,,CICLISTA,MASCULINO,33.0,LEVE,0,1
12756,LC-2020-0500977,2020-08-31,,TRANSPORTE PUBLICO,MASCULINO,54.0,LEVE,0,1
12757,LC-2020-0519858,2020-09-14,,PEATON,MASCULINO,43.0,LEVE,0,1
12758,LC-2020-0524636,2020-09-17,,PEATON,FEMENINO,28.0,LEVE,0,1
12759,LC-2020-0524933,2020-09-17,,MOTO,FEMENINO,23.0,LEVE,0,1
12760,LC-2020-0525086,2020-09-17,,MOTO,MASCULINO,56.0,LEVE,0,1
12761,LC-2020-0538907,2020-09-27,,AUTO,MASCULINO,51.0,LEVE,0,1
12762,LC-2020-0549907,2020-10-03,,MOTO,MASCULINO,22.0,LEVE,0,1
12763,LC-2020-0550785,2020-10-04,,MOTO,MASCULINO,38.0,LEVE,0,1
12764,LC-2020-0552272,2020-10-05,,TAXI,MASCULINO,57.0,LEVE,0,1
12765,LC-2020-0553123,2020-10-06,,CICLISTA,FEMENINO,18.0,LEVE,0,1
12766,LC-2020-0555159,2020-10-07,,TRANSPORTE PUBLICO,FEMENINO,64.0,LEVE,0,1
12767,LC-2020-0555383,2020-10-07,,CICLISTA,MASCULINO,62.0,LEVE,0,1
12768,LC-2020-0556749,2020-10-08,,AUTO,MASCULINO,32.0,LEVE,0,1
12769,LC-2020-0560509,2020-10-10,,PEATON,FEMENINO,64.0,LEVE,0,1
12770,LC-2020-0591918,2020-11-01,,TAXI,,,LEVE,0,1
12771,LC-2020-0593386,2020-11-02,,CICLISTA,FEMENINO,35.0,LEVE,0,1
12772,LC-2020-0601389,2020-11-07,,TAXI,MASCULINO,70.0,LEVE,0,1
12773,LC-2020-0606552,2020-11-10,,PEATON,FEMENINO,19.0,LEVE,0,1
12774,LC-2020-0608537,2020-11-11,,CICLISTA,MASCULINO,23.0,LEVE,0,1
12775,LC-2020-0609217,2020-11-12,,PEATON,MASCULINO,13.0,LEVE,0,1
12776,LC-2020-0609251,2020-11-12,,,MASCULINO,69.0,LEVE,0,1
12777,LC-2020-0613183,2020-11-14,,AUTO,MASCULINO,25.0,LEVE,0,1
12778,LC-2020-0613872,2020-11-14,,CICLISTA,FEMENINO,38.0,LEVE,0,1
12779,LC-2020-0614050,2020-11-14,,MOTO,MASCULINO,31.0,LEVE,0,1
12780,LC-2020-0614717,2020-11-15,,,MASCULINO,19.0,LEVE,0,1
12781,LC-2020-0620116,2020-11-18,,AUTO,MASCULINO,70.0,LEVE,0,1
12782,LC-2020-0626754,2020-11-24,,MOTO,MASCULINO,21.0,LEVE,0,1
12783,LC-2020-0639897,2020-12-02,,TRANSPORTE PUBLICO,FEMENINO,31.0,LEVE,0,1
12784,LC-2020-0649994,2020-12-09,,,MASCULINO,44.0,LEVE,0,1
12785,LC-2020-0649994,2020-12-09,,,MASCULINO,42.0,LEVE,0,1
12786,LC-2020-0651442,2020-12-10,,CICLISTA,MASCULINO,35.0,LEVE,0,1
12787,LC-2020-0663037,2020-12-17,,,MASCULINO,21.0,LEVE,0,1
12788,LC-2020-0663917,2020-12-17,,,FEMENINO,27.0,LEVE,0,1
12789,LC-2020-0003627,2020-01-02,,MOTO,MASCULINO,38.0,LEVE,0,1
12790,LC-2020-0017113,2020-01-09,,MOTO,MASCULINO,33.0,LEVE,0,1
12791,LC-2020-0020646,2020-01-10,,MOTO,MASCULINO,29.0,LEVE,0,1
12792,LC-2020-0027180,2020-01-13,,MOTO,FEMENINO,21.0,LEVE,0,1
12793,LC-2020-0030272,2020-01-15,,MOTO,FEMENINO,27.0,LEVE,0,1
12794,LC-2020-0032980,2020-01-16,,TAXI,MASCULINO,54.0,LEVE,0,1
12795,LC-2020-0042671,2020-01-21,,CICLISTA,MASCULINO,38.0,LEVE,0,1
12796,LC-2020-0043282,2020-01-21,,MOTO,MASCULINO,28.0,LEVE,0,1
12797,LC-2020-0047048,2020-01-22,,,MASCULINO,22.0,LEVE,0,1
12798,LC-2020-0048387,2020-01-23,,MOTO,MASCULINO,34.0,LEVE,0,1
12799,LC-2020-0056510,2020-01-27,,,,,LEVE,0,1
12800,LC-2020-0056530,2020-01-27,,,,,LEVE,0,1
12801,LC-2020-0059293,2020-01-28,,,FEMENINO,57.0,LEVE,0,1
12802,LC-2020-0061308,2020-01-29,,MOTO,,,LEVE,0,1
12803,LC-2020-0061313,2020-01-29,,MOTO,MASCULINO,43.0,LEVE,0,1
12804,LC-2020-0068156,2020-02-01,,,MASCULINO,74.0,LEVE,0,1
12805,LC-2020-0069786,2020-02-02,,MOTO,MASCULINO,33.0,LEVE,0,1
12806,LC-2020-0074782,2020-02-04,,,FEMENINO,35.0,LEVE,0,1
12807,LC-2020-0080006,2020-02-06,,PEATON,FEMENINO,48.0,LEVE,0,1
12808,LC-2020-0081824,2020-02-07,,AUTO,,,LEVE,0,1
12809,LC-2020-0101654,2020-02-16,,AUTO,MASCULINO,47.0,LEVE,0,1
12810,LC-2020-0109400,2020-02-19,,UTILITARIO,MASCULINO,31.0,LEVE,0,1
12811,LC-2020-0113860,2020-02-21,,PEATON,FEMENINO,66.0,LEVE,0,1
12812,LC-2020-0114471,2020-02-21,,PEATON,MASCULINO,74.0,LEVE,0,1
12813,LC-2020-0127069,2020-02-27,,CICLISTA,FEMENINO,27.0,LEVE,0,1
12814,LC-2020-0129456,2020-02-28,,PEATON,FEMENINO,39.0,LEVE,0,1
12815,LC-2020-0131892,2020-03-01,,MOTO,MASCULINO,22.0,LEVE,0,1
12816,LC-2020-0137419,2020-03-03,,AUTO,FEMENINO,40.0,LEVE,0,1
12817,LC-2020-0141535,2020-03-04,,PEATON,MASCULINO,57.0,LEVE,0,1
12818,LC-2020-0141682,2020-03-05,,MOTO,MASCULINO,20.0,LEVE,0,1
12819,LC-2020-0145128,2020-03-06,,AUTO,FEMENINO,,LEVE,0,1
12820,LC-2020-0145329,2020-03-06,,TRANSPORTE PUBLICO,FEMENINO,42.0,LEVE,0,1
12821,LC-2020-0148225,2020-03-07,,PEATON,FEMENINO,56.0,LEVE,0,1
12822,LC-2020-0159189,2020-03-12,,MOTO,MASCULINO,52.0,LEVE,0,1
12823,LC-2020-0220258,2020-04-28,,MOTO,MASCULINO,31.0,LEVE,0,1
12824,LC-2020-0226399,2020-05-04,,,MASCULINO,31.0,LEVE,0,1
12825,LC-2020-0235954,2020-05-11,,CICLISTA,MASCULINO,53.0,LEVE,0,1
12826,LC-2020-0241672,2020-05-15,,CICLISTA,,,LEVE,0,1
12827,LC-2020-0241826,2020-05-15,,,MASCULINO,29.0,LEVE,0,1
12828,LC-2020-0242457,2020-05-15,,MOTO,MASCULINO,52.0,LEVE,0,1
12829,LC-2020-0243054,2020-05-16,,AUTO,MASCULINO,32.0,LEVE,0,1
12830,LC-2020-0243248,2020-05-16,,CICLISTA,FEMENINO,28.0,LEVE,0,1
12831,LC-2020-0244090,2020-05-17,,TAXI,FEMENINO,29.0,LEVE,0,1
12832,LC-2020-0245209,2020-05-18,,TRANSPORTE PUBLICO,FEMENINO,30.0,LEVE,0,1
12833,LC-2020-0248258,2020-05-19,,AUTO,FEMENINO,39.0,LEVE,0,1
12834,LC-2020-0248531,2020-05-19,,CICLISTA,varon,32.0,GRAVE,0,1
12835,LC-2020-0248531,2020-05-19,,CICLISTA,FEMENINO,48.0,LEVE,0,1
12836,LC-2020-0255715,2020-05-23,,CICLISTA,FEMENINO,54.0,LEVE,0,1
12837,LC-2020-0258499,2020-05-26,,MOTO,MASCULINO,22.0,LEVE,0,1
12838,LC-2020-0262800,2020-05-28,,MOTO,MASCULINO,27.0,LEVE,0,1
12839,LC-2020-0272478,2020-06-01,,PEATON,FEMENINO,71.0,LEVE,0,1
12840,LC-2020-0284504,2020-06-05,,AUTO,FEMENINO,53.0,LEVE,0,1
12841,LC-2020-0284543,2020-06-06,,MOTO,MASCULINO,25.0,LEVE,0,1
12842,LC-2020-0284852,2020-06-06,,TRANSPORTE PUBLICO,FEMENINO,57.0,LEVE,0,1
12843,LC-2020-0285207,2020-06-06,,AUTO,MASCULINO,42.0,LEVE,0,1
12844,LC-2020-0289243,2020-06-09,,MOTO,MASCULINO,25.0,LEVE,0,1
12845,LC-2020-0364717,2020-06-25,,CICLISTA,FEMENINO,25.0,GRAVE,0,1
12846,LC-2020-0372288,2020-06-28,,AUTO,FEMENINO,18.0,LEVE,0,1
12847,LC-2020-0377443,2020-06-29,,MOTO,MASCULINO,22.0,LEVE,0,1
12848,LC-2020-0381757,2020-07-01,,MOTO,MASCULINO,42.0,LEVE,0,1
12849,LC-2020-0383076,2020-07-01,,MOVIL,FEMENINO,40.0,LEVE,0,1
12850,LC-2020-0390457,2020-07-03,,MOTO,MASCULINO,37.0,LEVE,0,1
12851,LC-2020-0390598,2020-07-03,,,FEMENINO,67.0,LEVE,0,1
12852,LC-2020-0390598,2020-07-03,,,MASCULINO,69.0,LEVE,0,1
12853,LC-2020-0439713,2020-07-16,,PEATON,FEMENINO,21.0,LEVE,0,1
12854,LC-2020-0446022,2020-07-21,,MOTO,MASCULINO,22.0,LEVE,0,1
12855,LC-2020-0447978,2020-07-22,,CICLISTA,MASCULINO,56.0,LEVE,0,1
12856,LC-2020-0453349,2020-07-27,,MOTO,MASCULINO,54.0,LEVE,0,1
12857,LC-2020-0456535,2020-07-29,,PEATON,MASCULINO,63.0,LEVE,0,1
12858,LC-2020-0460257,2020-08-01,,MOVIL,,,LEVE,0,1
12859,LC-2020-0460643,2020-08-01,,CICLISTA,MASCULINO,56.0,LEVE,0,1
12860,LC-2020-0460803,2020-08-01,,CICLISTA,MASCULINO,26.0,LEVE,0,1
12861,LC-2020-0468251,2020-08-07,,CICLISTA,MASCULINO,24.0,LEVE,0,1
12862,LC-2020-0476189,2020-08-11,,CICLISTA,MASCULINO,36.0,LEVE,0,1
12863,LC-2020-0478596,2020-08-13,,MOTO,MASCULINO,48.0,LEVE,0,1
12864,LC-2020-0480266,2020-08-14,,MOTO,MASCULINO,26.0,LEVE,0,1
12865,LC-2020-0482368,2020-08-16,,CICLISTA,MASCULINO,41.0,LEVE,0,1
12866,LC-2020-0486094,2020-08-19,,PEATON,MASCULINO,60.0,LEVE,0,1
12867,LC-2020-0488880,2020-08-21,,MOTO,FEMENINO,24.0,LEVE,0,1
12868,LC-2020-0490659,2020-08-23,,CICLISTA,MASCULINO,36.0,LEVE,0,1
12869,LC-2020-0498221,2020-08-28,,MOTO,MASCULINO,26.0,LEVE,0,1
12870,LC-2020-0507143,2020-09-05,,MOTO,MASCULINO,48.0,LEVE,0,1
12871,LC-2020-0508095,2020-09-06,,CICLISTA,MASCULINO,27.0,LEVE,0,1
12872,LC-2020-0509871,2020-09-07,,CICLISTA,MASCULINO,41.0,LEVE,0,1
12873,LC-2020-0513879,2020-09-10,,,MASCULINO,49.0,LEVE,0,1
12874,LC-2020-0521670,2020-09-15,,CICLISTA,MASCULINO,30.0,LEVE,0,1
12875,LC-2020-0522362,2020-09-16,,,MASCULINO,37.0,LEVE,0,1
12876,LC-2020-0526095,2020-09-18,,MOTO,MASCULINO,32.0,LEVE,0,1
12877,LC-2020-0526297,2020-09-18,,CICLISTA,FEMENINO,55.0,LEVE,0,1
12878,LC-2020-0526908,2020-09-19,,CICLISTA,MASCULINO,19.0,LEVE,0,1
12879,LC-2020-0532014,2020-09-22,,AUTO,FEMENINO,33.0,LEVE,0,1
12880,LC-2020-0537858,2020-09-26,,MOTO,MASCULINO,34.0,LEVE,0,1
12881,LC-2020-0538775,2020-09-27,,CICLISTA,MASCULINO,23.0,LEVE,0,1
12882,LC-2020-0543196,2020-09-30,,MOTO,MASCULINO,23.0,LEVE,0,1
12883,LC-2020-0546114,2020-10-01,,,MASCULINO,25.0,LEVE,0,1
