,id_hecho,n_victimas,fecha,hh,tipo_calle,comuna,longitud,latitud,victima,acusado,gravedad,Victima_fatal,Victima_no_fatal
15798,LC-2020-0615148,2,2020-11-15,20.0,AVENIDA,3.0,-58.404577073625,-34.610041463133,MOTO,MOTO,LEVE,0,1
15799,LC-2020-0615320,1,2020-11-16,0.0,AVENIDA,1.0,-58.381136675759,-34.617653238781,,,LEVE,0,1
15800,LC-2020-0615488,1,2020-11-16,7.0,AVENIDA,1.0,-58.380998330204,-34.622149537067,MOTO,,LEVE,0,1
15801,LC-2020-0615494,2,2020-11-16,8.0,CALLE,4.0,-58.396578554186,-34.637924217079,,AUTO,LEVE,0,1
15802,LC-2020-0615519,1,2020-11-16,9.0,AVENIDA,4.0,-58.389974744303,-34.636168469015,,,LEVE,0,1
15803,LC-2020-0615564,1,2020-11-16,19.0,CALLE,4.0,-58.40600974245,-34.63367967598,TRANSPORTE PUBLICO,AUTO,LEVE,0,1
15804,LC-2020-0615573,1,2020-11-16,7.0,AVENIDA,11.0,-58.468013354936,-34.602268862626,MOTO,AUTO,LEVE,0,1
15805,LC-2020-0615717,1,2020-11-16,10.0,AVENIDA,15.0,-58.460331410971,-34.585698833823,MOTO,AUTO,LEVE,0,1
15806,LC-2020-0615884,1,2020-11-16,11.0,CALLE,5.0,-58.426147948847,-34.625288688767,PEATON,,LEVE,0,1
15807,LC-2020-0615919,1,2020-11-16,12.0,AVENIDA,1.0,-58.381758663927,-34.604989209095,MOVIL,,LEVE,0,1
15808,LC-2020-0615971,1,2020-11-16,13.0,CALLE,1.0,-58.381682089784,-34.614270182137,MOTO,AUTO,LEVE,0,1
15809,LC-2020-0616019,1,2020-11-16,13.0,CALLE,14.0,-58.416448003932,-34.588403660703,PEATON,MOTO,LEVE,0,1
15810,LC-2020-0616034,2,2020-11-16,12.0,CALLE,14.0,-58.421235002966,-34.583325169572,MOTO,,LEVE,0,1
15811,LC-2020-0616036,1,2020-11-16,12.0,CALLE,13.0,-58.463570524179,-34.560457449556,MOTO,AUTO,LEVE,0,1
15812,LC-2020-0616148,1,2020-11-16,14.0,CALLE,4.0,-58.406525415419,-34.646862215356,MOTO,AUTO,LEVE,0,1
15813,LC-2020-0616186,1,2020-11-16,15.0,AVENIDA,15.0,-58.445514377052,-34.595598164754,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,LEVE,0,1
15814,LC-2020-0616274,1,2020-11-16,14.0,CALLE,4.0,-58.414196174566,-34.65170359864,,,LEVE,0,1
15815,LC-2020-0616367,1,2020-11-16,16.0,CALLE,2.0,-58.40988274513,-34.594329814438,MONOPATIN,,LEVE,0,1
15816,LC-2020-0616428,1,2020-11-16,17.0,CALLE,14.0,-58.426237365658,-34.581357318336,MOTO,,LEVE,0,1
15817,LC-2020-0616447,1,2020-11-16,18.0,CALLE,12.0,-58.504666093455,-34.566461275151,PEATON,,LEVE,0,1
15818,LC-2020-0616522,1,2020-11-16,0.0,CALLE,3.0,-58.402045642169,-34.606258475354,,,LEVE,0,1
15819,LC-2020-0616585,1,2020-11-16,16.0,AVENIDA,1.0,-58.371011765342,-34.589217017498,BICICLETA,,GRAVE,0,1
15820,LC-2020-0616589,1,2020-11-16,8.0,AVENIDA,7.0,-58.44224943202,-34.629435116813,AUTO,AUTO,LEVE,0,1
15821,LC-2020-0616664,1,2020-11-16,19.0,CALLE,7.0,-58.464661985298,-34.643710046365,BICICLETA,AUTO,GRAVE,0,1
15822,LC-2020-0616666,1,2020-11-16,19.0,,,,,AUTO,OBJETO FIJO,LEVE,0,1
15823,LC-2020-0616879,1,2020-11-17,0.0,AVENIDA,13.0,-58.467434718017,-34.534768743446,MOTO,AUTO,LEVE,0,1
15824,LC-2020-0616883,1,2020-11-17,1.0,AVENIDA,7.0,-58.435232204526,-34.634708198848,AUTO,OBJETO FIJO,LEVE,0,1
15825,LC-2020-0617002,1,2020-11-17,7.0,AVENIDA,3.0,-58.391556950902,-34.621558732081,PEATON,TAXI,LEVE,0,1
15826,LC-2020-0617227,1,2020-11-17,9.0,AVENIDA,9.0,-58.469100912235,-34.656384585934,AUTO,,LEVE,0,1
15827,LC-2020-0617245,1,2020-11-17,15.0,CALLE,6.0,-58.431678329426,-34.611510249774,PEATON,TAXI,LEVE,0,1
15828,LC-2020-0617384,1,2020-11-17,10.0,CALLE,8.0,-58.486376101523,-34.665097170478,,,LEVE,0,1
15829,LC-2020-0617585,1,2020-11-17,12.0,AVENIDA,15.0,-58.449564062602,-34.602896908379,MOTO,AUTO,LEVE,0,1
15830,LC-2020-0617665,1,2020-11-17,11.0,AVENIDA,5.0,-58.421539887008,-34.608570540504,MOTO,TAXI,LEVE,0,1
15831,LC-2020-0617686,1,2020-11-17,16.0,AVENIDA,7.0,-58.456503120243,-34.641424281686,MOTO,AUTO,LEVE,0,1
15832,LC-2020-0617762,1,2020-11-17,12.0,CALLE,1.0,-58.388098109565,-34.628836799972,AUTO,,LEVE,0,1
15833,LC-2020-0617769,2,2020-11-17,13.0,AVENIDA,1.0,-58.371363050749,-34.598684855693,,,LEVE,0,1
15834,LC-2020-0617777,1,2020-11-17,18.0,CALLE,13.0,-58.442188641822,-34.553391802713,MOTO,AUTO,LEVE,0,1
15835,LC-2020-0617963,2,2020-11-17,15.0,CALLE,11.0,-58.517694225071,-34.59184678415,,,LEVE,0,1
15836,LC-2020-0618031,1,2020-11-17,16.0,CALLE,11.0,-58.518269527461,-34.612765713536,,,LEVE,0,1
15837,LC-2020-0618063,1,2020-11-17,16.0,AVENIDA,11.0,-58.498221485661,-34.597464072349,,,LEVE,0,1
15838,LC-2020-0618116,1,2020-11-17,16.0,AVENIDA,1.0,-58.382209281858,-34.60373898087,,,LEVE,0,1
15839,LC-2020-0618447,1,2020-11-17,21.0,AVENIDA,15.0,-58.473130209071,-34.601058956738,MOTO,MOTO,LEVE,0,1
15840,LC-2020-0618475,1,2020-11-17,21.0,AVENIDA,13.0,-58.459915456714,-34.558287706781,MOTO,AUTO,LEVE,0,1
15841,LC-2020-0618069,1,2020-11-17,16.0,,,,,MOTO,,LEVE,0,1
15842,LC-2020-0619055,1,2020-11-18,9.0,CALLE,3.0,-58.39273233646,-34.623998037342,MOTO,AUTO,LEVE,0,1
15843,LC-2020-0619310,1,2020-11-18,12.0,CALLE,2.0,-58.412123371302,-34.592875235276,MOTO,,LEVE,0,1
15844,LC-2020-0619342,1,2020-11-18,12.0,,,-58.4628741396252,-34.6463391601437,MOTO,OTRO,LEVE,0,1
15845,LC-2020-0619392,2,2020-11-18,11.0,CALLE,13.0,-58.466204543459,-34.554409527454,AUTO,CAMIONETA,LEVE,0,1
15846,LC-2020-0619417,1,2020-11-18,14.0,CALLE,7.0,-58.468551685966,-34.628005002331,MOTO,AUTO,LEVE,0,1
15847,LC-2020-0619594,1,2020-11-18,13.0,CALLE,11.0,-58.507467410499,-34.603182290866,MOTO,AUTO,LEVE,0,1
15848,LC-2020-0619643,1,2020-11-18,15.0,AVENIDA,10.0,-58.50838657972,-34.634598468686,,,LEVE,0,1
15849,LC-2020-0619674,1,2020-11-18,16.0,CALLE,9.0,-58.509666354678,-34.646819644764,AUTO,,LEVE,0,1
15850,LC-2020-0619783,1,2020-11-18,9.0,CALLE,2.0,-58.406453943179,-34.587982150127,,,LEVE,0,1
15851,LC-2020-0619855,1,2020-11-18,16.0,AVENIDA,11.0,-58.521955926163,-34.616387987502,AUTO,MOVIL,LEVE,0,1
15852,LC-2020-0619863,1,2020-11-18,18.0,AVENIDA,1.0,-58.365583301938,-34.623925288441,MOTO,TRANSPORTE PUBLICO,LEVE,0,1
15853,LC-2020-0619879,1,2020-11-18,14.0,AVENIDA,4.0,-58.41655335131,-34.653266685771,AUTO,,LEVE,0,1
15854,LC-2020-0619917,1,2020-11-18,18.0,CALLE,15.0,-58.463291740275,-34.576557079592,MOTO,,LEVE,0,1
15855,LC-2020-0620023,1,2020-11-18,19.0,AVENIDA,12.0,-58.499016995776,-34.552100627248,MOTO,TAXI,GRAVE,0,1
15856,LC-2020-0620116,1,2020-11-18,20.0,CALLE,2.0,-58.400905118041,-34.588489236896,AUTO,AUTO,LEVE,0,1
15857,LC-2020-0620161,1,2020-11-18,18.0,AVENIDA,5.0,-58.421011444072,-34.611479483144,,TAXI,LEVE,0,1
15858,LC-2020-0620220,1,2020-11-18,21.0,CALLE,8.0,-58.494137998212,-34.680957396639,MOVIL,AUTO,LEVE,0,1
15859,LC-2020-0619521,1,2020-11-18,13.0,,,,,MOTO,AUTO,GRAVE,0,1
15860,LC-2020-0620600,1,2020-11-19,10.0,AVENIDA,12.0,-58.486727131515,-34.568849747523,MOTO,AUTO,LEVE,0,1
15861,LC-2020-0620690,3,2020-11-19,10.0,AVENIDA,15.0,-58.432931490975,-34.595911283181,PEATON,MOTO,LEVE,0,1
15862,LC-2020-0620692,2,2020-11-19,8.0,CALLE,11.0,-58.509115844829,-34.613122668201,AUTO,,LEVE,0,1
15863,LC-2020-0620750,1,2020-11-19,10.0,AVENIDA,13.0,-58.449931130164,-34.567381585001,PEATON,MOTO,LEVE,0,1
15864,LC-2020-0620753,1,2020-11-19,10.0,,8.0,-58.48314,-34.68631,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,LEVE,0,1
15865,LC-2020-0620775,1,2020-11-19,11.0,AVENIDA,9.0,-58.501174291656,-34.661983848174,,,LEVE,0,1
15866,LC-2020-0620792,1,2020-11-19,10.0,AVENIDA,8.0,-58.476155932599,-34.672400567839,MOTO,,LEVE,0,1
15867,LC-2020-0620797,1,2020-11-19,11.0,AVENIDA,7.0,-58.469639522886,-34.63070603439,,,LEVE,0,1
15868,LC-2020-0620808,1,2020-11-19,10.0,AVENIDA,5.0,-58.416620198458,-34.619805735548,PEATON,CAMIONETA,LEVE,0,1
15869,LC-2020-0620837,1,2020-11-19,10.0,CALLE,13.0,-58.452001713649,-34.55781320618,AUTO,,LEVE,0,1
15870,LC-2020-0620848,1,2020-11-19,17.0,AVENIDA,14.0,-58.423246998572,-34.571168288888,TAXI,,LEVE,0,1
15871,LC-2020-0620876,1,2020-11-19,11.0,AVENIDA,5.0,-58.416854039593,-34.617343681668,PEATON,,LEVE,0,1
15872,LC-2020-0621024,1,2020-11-19,11.0,CALLE,9.0,-58.470012688632,-34.64559847623,MOTO,CAMION,LEVE,0,1
15873,LC-2020-0621077,2,2020-11-19,12.0,CALLE,1.0,-58.382026070228,-34.607337713174,PEATON,,LEVE,0,1
15874,LC-2020-0621296,1,2020-11-19,14.0,AVENIDA,5.0,-58.417852815044,-34.621044011491,MOTO,,LEVE,0,1
15875,LC-2020-0621364,1,2020-11-19,15.0,AVENIDA,10.0,-58.480402698305,-34.637843732611,MOTO,CAMIONETA,LEVE,0,1
15876,LC-2020-0621482,1,2020-11-19,15.0,CALLE,11.0,-58.504615194571,-34.609318378494,,,LEVE,0,1
15877,LC-2020-0621521,1,2020-11-19,14.0,CALLE,3.0,-58.397506389393,-34.62447282376,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,LEVE,0,1
15878,LC-2020-0621549,1,2020-11-19,16.0,AVENIDA,7.0,-58.473166524297,-34.626852378178,PEATON,MOTO,LEVE,0,1
15879,LC-2020-0621557,1,2020-11-19,17.0,CALLE,10.0,-58.500661599684,-34.628375311464,MOTO,,LEVE,0,1
15880,LC-2020-0621582,1,2020-11-19,15.0,CALLE,13.0,-58.454787947304,-34.567536530552,PEATON,MOTO,LEVE,0,1
15881,LC-2020-0621675,1,2020-11-19,17.0,AVENIDA,11.0,-58.474189447735,-34.620496724202,MOTO,,LEVE,0,1
15882,LC-2020-0621732,1,2020-11-19,18.0,AVENIDA,1.0,-58.375267565331,-34.617127357703,,,LEVE,0,1
15883,LC-2020-0621735,1,2020-11-19,19.0,CALLE,13.0,-58.463009182141,-34.545172304182,TAXI,,LEVE,0,1
15884,LC-2020-0621737,1,2020-11-19,18.0,CALLE,3.0,-58.402145764192,-34.619785957673,,,LEVE,0,1
15885,LC-2020-0621826,1,2020-11-19,18.0,CALLE,3.0,-58.402145764192,-34.619785957673,,CAMIONETA,LEVE,0,1
15886,LC-2020-0621862,1,2020-11-19,19.0,,7.0,-58.454117,-34.643893,,,LEVE,0,1
15887,LC-2020-0622023,1,2020-11-20,1.0,AVENIDA,5.0,-58.427637309306,-34.62176358926,,,LEVE,0,1
15888,LC-2020-0622024,1,2020-11-20,0.0,AVENIDA,12.0,-58.472871742682,-34.545015164961,MOTO,AUTO,LEVE,0,1
15889,LC-2020-0622054,1,2020-11-20,1.0,AVENIDA,9.0,-58.471046609689,-34.658071671249,AUTO,AUTO,LEVE,0,1
15890,LC-2020-0622137,1,2020-11-20,8.0,AVENIDA,12.0,-58.472121252862,-34.54896974916,BICICLETA,,GRAVE,0,1
15891,LC-2020-0622155,1,2020-11-20,7.0,AVENIDA,1.0,-58.368120715331,-34.598436401596,,,LEVE,0,1
15892,LC-2020-0622226,1,2020-11-20,14.0,CALLE,1.0,-58.361183817951,-34.621288959198,,,LEVE,0,1
15893,LC-2020-0622356,1,2020-11-20,10.0,AVENIDA,9.0,-58.481994616509,-34.643064742433,MOTO,AUTO,LEVE,0,1
15894,LC-2020-0622420,1,2020-11-20,10.0,CALLE,11.0,-58.515008503108,-34.602193538703,MOTO,,LEVE,0,1
15895,LC-2020-0622592,1,2020-11-20,18.0,AVENIDA,7.0,-58.433537734894,-34.645616367337,PEATON,AUTO,LEVE,0,1
15896,LC-2020-0622604,1,2020-11-20,12.0,AVENIDA,12.0,-58.505982565947,-34.563799805439,AUTO,,LEVE,0,1
15897,LC-2020-0622624,1,2020-11-20,10.0,CALLE,14.0,-58.407688338074,-34.581680493478,AUTO,AUTO,LEVE,0,1
15898,LC-2020-0622647,1,2020-11-20,13.0,CALLE,12.0,-58.487519430643,-34.556695597291,MOTO,,LEVE,0,1
15899,LC-2020-0622839,1,2020-11-20,10.0,,,,,,,LEVE,0,1
15900,LC-2020-0622857,2,2020-11-20,14.0,AVENIDA,12.0,-58.500738109269,-34.5497951022,AUTO,AUTO,LEVE,0,1
15901,LC-2020-0622859,1,2020-11-20,12.0,AVENIDA,2.0,-58.407139406169,-34.591673093819,,AUTO,LEVE,0,1
15902,LC-2020-0623023,1,2020-11-20,13.0,CALLE,8.0,-58.484501393935,-34.663571231034,AUTO,AUTO,LEVE,0,1
15903,LC-2020-0623062,1,2020-11-20,16.0,CALLE,4.0,-58.424985631399,-34.650337677942,MOTO,CAMIONETA,LEVE,0,1
15904,LC-2020-0623067,1,2020-11-20,0.0,AVENIDA,15.0,-58.476205561583,-34.592585067395,MOTO,,LEVE,0,1
15905,LC-2020-0623161,1,2020-11-20,17.0,AVENIDA,3.0,-58.403545585312,-34.628967600543,PEATON,,LEVE,0,1
15906,LC-2020-0623254,1,2020-11-20,7.0,AVENIDA,12.0,-58.500738109269,-34.5497951022,AUTO,AUTO,LEVE,0,1
15907,LC-2020-0623298,1,2020-11-20,15.0,AVENIDA,1.0,-58.384321439147,-34.617792808659,MOTO,,LEVE,0,1
15908,LC-2020-0623304,1,2020-11-20,16.0,CALLE,5.0,-58.417525075024,-34.624905712057,MOTO,,LEVE,0,1
15909,LC-2020-0623314,1,2020-11-20,18.0,AVENIDA,8.0,-58.444617276336,-34.650977956087,MOTO,CAMION,LEVE,0,1
15910,LC-2020-0623322,1,2020-11-20,18.0,AVENIDA,10.0,-58.492131936371,-34.63629087542,PEATON,TRANSPORTE PUBLICO,LEVE,0,1
15911,LC-2020-0623349,1,2020-11-20,15.0,AVENIDA,8.0,-58.496834588363,-34.678927435843,CAMIONETA,CAMIONETA,LEVE,0,1
15912,LC-2020-0623470,1,2020-11-20,18.0,AVENIDA,10.0,-58.529969900473,-34.624405164117,PEATON,AUTO,GRAVE,0,1
15913,LC-2020-0623598,1,2020-11-20,20.0,AVENIDA,15.0,-58.48543385266,-34.588350571684,MOTO,AUTO,LEVE,0,1
15914,HC-2020-0624349,1,2020-11-21,13.0,AVENIDA,8.0,-58.466449,-34.700942,MOTO,CAMION,FATAL,1,0
15915,LC-2020-0623655,2,2020-11-21,21.0,AVENIDA,6.0,-58.441593766295,-34.608383077587,MOTO,,LEVE,0,1
15916,LC-2020-0623725,1,2020-11-21,22.0,AVENIDA,15.0,-58.450953492066,-34.580501600863,MOTO,AUTO,LEVE,0,1
15917,LC-2020-0623802,1,2020-11-21,23.0,CALLE,13.0,-58.450918656901,-34.563124571464,MOTO,AUTO,LEVE,0,1
15918,LC-2020-0623809,1,2020-11-21,23.0,AVENIDA,3.0,-58.396782679965,-34.604532807459,TRANSPORTE PUBLICO,MOTO,LEVE,0,1
15919,LC-2020-0623959,1,2020-11-21,7.0,AVENIDA,4.0,-58.410220754975,-34.653796816341,MOTO,AUTO,LEVE,0,1
15920,LC-2020-0624246,1,2020-11-21,11.0,AVENIDA,9.0,-58.516815827644,-34.633253197955,PEATON,,LEVE,0,1
15921,LC-2020-0624264,1,2020-11-21,11.0,AVENIDA,13.0,-58.45574097144,-34.548039041779,MOTO,AUTO,LEVE,0,1
15922,LC-2020-0624327,1,2020-11-21,11.0,CALLE,1.0,-58.382233829418,-34.626938657191,PEATON,,LEVE,0,1
15923,LC-2020-0624517,2,2020-11-21,15.0,CALLE,3.0,-58.4118666126,-34.607810638296,CAMION,OBJETO FIJO,LEVE,0,1
15924,LC-2020-0624545,1,2020-11-21,17.0,CALLE,10.0,-58.529568149991,-34.631053200911,AUTO,,LEVE,0,1
15925,LC-2020-0624640,1,2020-11-21,18.0,AVENIDA,11.0,-58.519412136869,-34.610539811298,PEATON,AUTO,LEVE,0,1
15926,LC-2020-0624713,2,2020-11-21,19.0,CALLE,7.0,-58.462696406445,-34.615958912364,MOTO,,LEVE,0,1
15927,LC-2020-0624728,2,2020-11-21,19.0,AVENIDA,4.0,-58.419849239521,-34.655707259497,MOTO,,LEVE,0,1
15928,LC-2020-0624894,2,2020-11-22,22.0,CALLE,3.0,-58.399941931326,-34.619693352988,MOTO,MOVIL,LEVE,0,1
15929,LC-2020-0624923,2,2020-11-22,2.0,AVENIDA,5.0,-58.416511867917,-34.620976130709,MOTO,,LEVE,0,1
15930,LC-2020-0625337,1,2020-11-22,13.0,CALLE,6.0,-58.450410556831,-34.615960834588,MOTO,CAMIONETA,LEVE,0,1
15931,LC-2020-0625344,1,2020-11-22,13.0,AVENIDA,12.0,-58.493452720415,-34.580884986857,MOTO,AUTO,LEVE,0,1
15932,LC-2020-0625398,2,2020-11-22,14.0,CALLE,8.0,-58.442487037603,-34.661017129613,MOTO,,LEVE,0,1
15933,LC-2020-0625406,1,2020-11-22,14.0,AVENIDA,8.0,-58.440947910995,-34.666771111201,AUTO,,LEVE,0,1
15934,LC-2020-0625504,1,2020-11-22,15.0,CALLE,3.0,-58.403437302207,-34.600966411904,MOTO,CAMIONETA,GRAVE,0,1
15935,LC-2020-0625731,2,2020-11-22,21.0,AVENIDA,13.0,-58.467434718017,-34.534768743446,MIXTO,AUTO,LEVE,0,1
15936,LC-2020-0625735,1,2020-11-22,19.0,AVENIDA,13.0,-58.47414135173,-34.538785817846,MOVIL,,LEVE,0,1
15937,LC-2020-0625785,3,2020-11-23,21.0,,12.0,-58.493326,-34.54837,AUTO,,LEVE,0,1
15938,LC-2020-0625892,1,2020-11-23,2.0,AVENIDA,11.0,-58.465881061003,-34.61022592245,MOTO,AUTO,LEVE,0,1
15939,LC-2020-0625930,1,2020-11-23,2.0,CALLE,10.0,-58.510717127817,-34.616903232089,MOTO,TRANSPORTE PUBLICO,LEVE,0,1
15940,LC-2020-0626386,1,2020-11-23,15.0,CALLE,9.0,-58.526180366662,-34.642862638809,MOTO,,LEVE,0,1
15941,LC-2020-0626489,1,2020-11-23,15.0,CALLE,9.0,-58.503325373974,-34.667582727166,TAXI,OBJETO FIJO,LEVE,0,1
15942,LC-2020-0626499,1,2020-11-23,13.0,CALLE,9.0,-58.474006913668,-34.657572184308,PEATON,AUTO,LEVE,0,1
15943,LC-2020-0626535,1,2020-11-23,17.0,CALLE,9.0,-58.515304583971,-34.644045236046,AUTO,,LEVE,0,1
15944,LC-2020-0626616,1,2020-11-23,13.0,CALLE,15.0,-58.47154838184,-34.602706407103,MOTO,AUTO,LEVE,0,1
15945,LC-2020-0626617,1,2020-11-23,19.0,CALLE,5.0,-58.416030639597,-34.605669334177,MOTO,,LEVE,0,1
15946,LC-2020-0626635,1,2020-11-23,18.0,CALLE,15.0,-58.47318171264,-34.602182387187,AUTO,AUTO,LEVE,0,1
15947,LC-2020-0626648,5,2020-11-23,21.0,CALLE,13.0,-58.463327348327,-34.551376228658,,,LEVE,0,1
15948,LC-2020-0626651,1,2020-11-23,17.0,,,,,PEATON,MOTO,LEVE,0,1
15949,LC-2020-0626680,1,2020-11-23,18.0,AVENIDA,7.0,-58.423493655676,-34.640198879488,TRANSPORTE PUBLICO,,LEVE,0,1
15950,LC-2020-0626817,1,2020-11-24,0.0,CALLE,12.0,-58.484825396354,-34.573220841466,MOTO,AUTO,LEVE,0,1
15951,LC-2020-0626918,1,2020-11-24,1.0,AVENIDA,4.0,-58.425175654478,-34.64479640889,,,LEVE,0,1
15952,LC-2020-0626999,4,2020-11-24,8.0,CALLE,12.0,-58.482525260213,-34.565145602554,,,GRAVE,0,1
15953,LC-2020-0627035,2,2020-11-24,7.0,CALLE,15.0,-58.433289342955,-34.600184717382,AUTO,AUTO,LEVE,0,1
15954,LC-2020-0627221,1,2020-11-24,18.0,CALLE,6.0,-58.437578326864,-34.615942751385,PEATON,AUTO,LEVE,0,1
15955,LC-2020-0627492,1,2020-11-24,12.0,CALLE,13.0,-58.445235955005,-34.559538557932,MOTO,,LEVE,0,1
15956,LC-2020-0627504,1,2020-11-24,12.0,AVENIDA,15.0,-58.432200147221,-34.602071867905,MOTO,AUTO,LEVE,0,1
15957,LC-2020-0627523,1,2020-11-24,13.0,AVENIDA,1.0,-58.384869551224,-34.608687268948,MOTO,CAMIONETA,LEVE,0,1
15958,LC-2020-0627821,2,2020-11-24,13.0,AVENIDA,1.0,-58.385614429088,-34.578238175036,CAMIONETA,CAMIONETA,LEVE,0,1
15959,LC-2020-0627919,1,2020-11-24,14.0,AVENIDA,1.0,-58.381488369287,-34.59536139995,PEATON,AUTO,LEVE,0,1
15960,LC-2020-0627923,1,2020-11-24,14.0,AVENIDA,15.0,-58.428090805576,-34.595514592158,MOTO,,LEVE,0,1
15961,LC-2020-0627981,1,2020-11-24,16.0,AVENIDA,15.0,-58.485595145141,-34.588472709643,MOTO,AUTO,LEVE,0,1
15962,LC-2020-0628026,1,2020-11-24,17.0,AVENIDA,9.0,-58.501174291656,-34.661983848174,,,LEVE,0,1
15963,LC-2020-0628149,1,2020-11-24,17.0,CALLE,1.0,-58.383283337523,-34.616256313554,MOTO,AUTO,LEVE,0,1
15964,LC-2020-0628211,1,2020-11-24,17.0,AVENIDA,11.0,-58.509660585279,-34.592173697518,,TRANSPORTE PUBLICO,LEVE,0,1
15965,LC-2020-0628277,1,2020-11-24,17.0,CALLE,14.0,-58.429142336087,-34.583094254217,MOTO,OTRO,LEVE,0,1
15966,LC-2020-0628304,1,2020-11-24,17.0,CALLE,11.0,-58.49954227908,-34.598281587485,MOTO,MOTO,LEVE,0,1
15967,LC-2020-0628324,1,2020-11-24,17.0,AVENIDA,7.0,-58.457555125879,-34.641240992405,MOTO,TAXI,LEVE,0,1
15968,LC-2020-0628344,1,2020-11-24,19.0,AVENIDA,10.0,-58.501040657504,-34.632206854638,PEATON,TRANSPORTE PUBLICO,LEVE,0,1
15969,LC-2020-0628402,1,2020-11-24,18.0,AVENIDA,14.0,-58.401534567724,-34.582045358054,MOTO,AUTO,LEVE,0,1
15970,LC-2020-0628404,1,2020-11-24,18.0,CALLE,7.0,-58.458282772978,-34.634063203419,PEATON,,LEVE,0,1
15971,LC-2020-0628475,1,2020-11-24,20.0,AVENIDA,2.0,-58.395819574611,-34.599702699343,MOTO,MOTO,LEVE,0,1
15972,LC-2020-0628539,2,2020-11-25,22.0,AVENIDA,9.0,-58.467545620169,-34.646657468726,TAXI,AUTO,LEVE,0,1
15973,LC-2020-0628555,1,2020-11-25,22.0,CALLE,3.0,-58.404182834832,-34.599895350551,PEATON,AUTO,LEVE,0,1
15974,LC-2020-0628581,2,2020-11-25,1.0,AVENIDA,9.0,-58.529091341015,-34.638867266056,AUTO,,LEVE,0,1
15975,LC-2020-0628702,1,2020-11-25,6.0,AVENIDA,6.0,-58.441463766674,-34.620515326524,PEATON,,LEVE,0,1
15976,LC-2020-0628855,1,2020-11-25,9.0,AVENIDA,13.0,-58.465187422844,-34.547433824001,MOTO,CAMIONETA,LEVE,0,1
15977,LC-2020-0628944,1,2020-11-25,9.0,CALLE,14.0,-58.42257141743,-34.587818379071,PEATON,CAMIONETA,LEVE,0,1
15978,LC-2020-0628972,1,2020-11-25,10.0,AVENIDA,14.0,-58.4340198897,-34.564896727095,AUTO,,LEVE,0,1
15979,LC-2020-0629251,2,2020-11-25,13.0,CALLE,11.0,-58.472901795494,-34.611236684555,,,LEVE,0,1
15980,LC-2020-0629268,1,2020-11-25,13.0,AVENIDA,8.0,-58.454828588295,-34.676902077567,,,LEVE,0,1
15981,LC-2020-0629457,1,2020-11-25,1.0,AVENIDA,9.0,-58.504632578864,-34.653655165801,PEATON,AUTO,LEVE,0,1
15982,LC-2020-0629652,1,2020-11-25,13.0,AVENIDA,9.0,-58.472975057147,-34.662450853805,PEATON,AUTO,LEVE,0,1
15983,LC-2020-0629804,1,2020-11-25,16.0,AVENIDA,1.0,-58.390814848569,-34.622510339353,,,LEVE,0,1
15984,LC-2020-0629871,1,2020-11-25,18.0,AVENIDA,9.0,-58.501174291656,-34.661983848174,,,GRAVE,0,1
15985,LC-2020-0630032,1,2020-11-25,19.0,,,-58.411989711921,-34.626785736821,MOTO,,LEVE,0,1
15986,LC-2020-0630126,1,2020-11-25,16.0,AVENIDA,1.0,-58.382964703762,-34.622242609521,MOTO,,LEVE,0,1
15987,LC-2020-0630408,2,2020-11-26,5.0,AVENIDA,8.0,-58.479767858452,-34.691531969258,AUTO,TRANSPORTE PUBLICO,LEVE,0,1
15988,LC-2020-0630480,1,2020-11-26,8.0,AVENIDA,2.0,-58.392362004375,-34.591136415471,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,LEVE,0,1
15989,LC-2020-0630559,1,2020-11-26,13.0,CALLE,1.0,-58.376095309142,-34.613906171147,,,LEVE,0,1
15990,LC-2020-0630613,1,2020-11-26,9.0,AVENIDA,5.0,-58.421517326396,-34.626228853648,,,LEVE,0,1
15991,LC-2020-0630630,1,2020-11-26,9.0,AVENIDA,14.0,-58.408619372354,-34.577836616809,MOTO,CAMIONETA,LEVE,0,1
15992,LC-2020-0630764,1,2020-11-26,11.0,AVENIDA,9.0,-58.501174291656,-34.661983848174,,,LEVE,0,1
15993,LC-2020-0630838,1,2020-11-26,9.0,,,,,PEATON,CAMIONETA,LEVE,0,1
15994,LC-2020-0630853,1,2020-11-26,11.0,CALLE,1.0,-58.382813012895,-34.627860388609,PEATON,AUTO,LEVE,0,1
15995,LC-2020-0631162,1,2020-11-26,13.0,CALLE,3.0,-58.39273233646,-34.623998037342,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,LEVE,0,1
15996,LC-2020-0631194,1,2020-11-26,14.0,CALLE,11.0,-58.476440766082,-34.611852812593,PEATON,TRANSPORTE PUBLICO,LEVE,0,1
15997,LC-2020-0631203,1,2020-11-26,19.0,AVENIDA,7.0,-58.455462178609,-34.629303397233,MONOPATIN,TAXI,LEVE,0,1
15998,LC-2020-0631256,1,2020-11-26,11.0,CALLE,11.0,-58.480406708827,-34.619811515327,MOTO,,LEVE,0,1
